id,Kanji,Strokes,Grade,JLPT-test,Radical Freq.,Kanji Frequency without Proper Nouns
41,一,1,1,5,14,848362
124,乙,1,7,1,7,1348
2060,了,2,7,2,3,46239
2074,力,2,1,4,23,474012
1577,二,2,1,5,6,155284
1070,人,2,1,5,104,1696029
1584,入,2,1,5,1,562966
829,七,2,1,5,14,51124
359,九,2,1,5,7,44817
1647,八,2,1,5,8,57038
1903,又,2,7,1,9,1402
1392,丁,2,3,1,14,13222
907,十,2,1,5,11,94851
1498,刀,2,2,1,32,5496
1312,大,3,1,5,16,1224358
292,丸,3,2,2,4,20149
557,己,3,6,1,2,25044
1071,刃,3,7,1,32,5072
1852,亡,3,6,3,5,83912
587,口,3,1,4,70,113613
588,工,3,2,4,4,134455
1101,寸,3,6,1,12,4241
1889,凡,3,7,1,1,4378
360,久,3,5,2,4,15812
361,及,3,7,1,4,62000
362,弓,3,2,1,11,1326
1138,夕,3,1,4,5,25026
1906,万,3,2,5,14,404560
131,下,3,1,5,14,328608
650,乞,3,7,0,7,252
1166,千,3,1,5,11,36665
1167,川,3,1,5,3,39520
428,巾,3,7,0,17,206
693,才,3,2,3,89,9723
952,女,3,1,5,36,322259
959,小,3,1,5,5,227697
1986,与,3,7,3,14,143595
1493,土,3,1,5,50,96642
744,三,3,1,5,14,151259
745,山,3,1,5,16,90473
1009,上,3,1,5,14,739020
1010,丈,3,7,0,14,10047
247,干,3,6,2,5,10471
759,士,3,4,1,5,101506
760,子,3,1,5,9,505793
513,月,4,1,5,8,951166
514,犬,4,1,4,17,17022
1293,太,4,2,3,16,33847
1807,片,4,6,2,2,17695
1041,心,4,2,4,76,256954
1561,屯,4,7,1,1,932
545,元,4,2,4,9,284013
546,幻,4,7,1,4,6657
1570,内,4,2,3,104,506360
1829,方,4,2,4,6,568673
1580,匂,4,7,0,3,647
46,引,4,2,3,11,217047
558,戸,4,2,2,6,29863
1583,日,4,1,5,38,1855755
1072,仁,4,6,1,104,3227
1333,丹,4,7,1,4,2129
1081,水,4,1,5,118,158842
1853,乏,4,7,1,4,6046
576,五,4,1,5,6,149703
577,互,4,7,3,6,22648
578,午,4,2,5,11,175250
589,公,4,2,2,8,328700
2125,六,4,1,5,8,49930
590,勾,4,7,0,3,280
591,孔,4,7,1,9,1098
1104,井,4,7,1,6,9355
1876,木,4,1,5,85,50179
87,円,4,1,5,3,496542
855,尺,4,6,1,15,1409
863,手,4,1,4,6,736309
1376,中,4,1,5,1,846645
105,王,4,1,3,15,71024
1393,弔,4,7,1,11,2079
883,収,4,6,3,9,146002
1655,反,4,3,3,9,224230
381,牛,4,2,4,6,32331
1154,切,4,2,4,32,204798
132,化,4,3,3,2,439707
133,火,4,1,5,26,75741
394,凶,4,7,1,4,4290
1683,比,4,5,2,1,113113
1941,毛,4,2,2,1,10106
1435,爪,4,7,0,2,554
670,今,4,2,5,104,521143
164,牙,4,7,0,1,2493
1956,厄,4,7,1,4,817
172,介,4,7,2,104,83725
429,斤,4,7,1,5,396
1711,匹,4,7,2,4,7357
1971,友,4,2,5,9,42506
445,区,4,3,3,4,281786
960,升,4,7,1,11,652
1472,天,4,1,5,16,86565
961,少,4,2,4,5,175913
1217,双,4,7,2,9,16367
1987,予,4,3,3,3,245667
1736,不,4,4,4,1,375009
1737,夫,4,4,3,16,78438
1738,父,4,2,5,1,63779
1484,斗,4,7,1,3,2557
1776,仏,4,5,2,104,6745
1011,冗,4,7,1,4,2373
246,刈,4,7,1,32,2974
761,支,4,5,3,1,288712
1785,分,4,2,5,32,823138
506,欠,4,4,3,8,48034
762,止,4,2,4,6,189165
1786,文,4,1,4,2,345135
763,氏,4,4,1,2,353478
768,市,5,2,3,17,627813
769,矢,5,2,1,4,6392
1284,他,5,3,3,104,76605
1287,打,5,3,3,89,323160
8,圧,5,5,2,50,58272
15,以,5,4,4,104,319095
1040,尻,5,7,0,15,3229
1808,辺,5,4,2,51,38719
1042,申,5,3,3,19,72320
1558,凸,5,7,1,4,491
1814,弁,5,5,1,3,68105
1567,丼,5,7,0,4,2358
1823,母,5,2,5,3,89057
1313,代,5,3,4,104,504830
1314,台,5,2,4,70,126169
547,玄,5,7,1,2,8585
806,示,5,5,3,15,338792
1830,包,5,4,2,3,21132
2087,令,5,4,2,104,38418
2088,礼,5,3,3,15,14032
1578,尼,5,7,1,15,410
559,古,5,2,4,70,50067
1334,旦,5,7,1,38,584
58,右,5,1,5,70,116443
830,叱,5,7,0,70,919
831,失,5,4,3,16,123666
68,永,5,5,2,118,8370
841,写,5,3,4,4,261182
592,功,5,4,1,23,31135
593,巧,5,7,1,4,6536
1105,世,5,3,4,14,337799
594,広,5,2,4,17,146056
1106,正,5,1,4,6,233599
595,甲,5,7,1,19,5102
1107,生,5,1,5,2,709119
1875,北,5,2,5,2,66592
1630,白,5,1,5,5,104138
1886,本,5,1,5,85,701651
864,主,5,3,4,4,393309
106,凹,5,7,1,4,482
107,央,5,3,2,16,45630
363,丘,5,7,1,14,3344
364,旧,5,5,2,38,54326
1904,末,5,4,3,85,97460
1394,庁,5,6,2,17,45202
1139,斥,5,7,1,5,718
884,囚,5,7,1,12,4408
1140,石,5,1,3,16,59831
1910,未,5,4,3,85,72897
1656,半,5,2,5,11,199172
1657,氾,5,7,0,118,158
1658,犯,5,5,3,17,58025
382,去,5,3,4,2,106911
1918,民,5,4,3,2,405427
383,巨,5,7,2,2,24423
1920,矛,5,7,1,1,5160
134,加,5,4,3,23,246138
135,可,5,5,3,70,165025
651,号,5,3,3,70,75594
908,汁,5,7,1,118,4457
1168,仙,5,7,1,104,910
1169,占,5,7,2,1,41169
1684,皮,5,3,2,1,16633
1947,目,5,1,4,19,503519
668,込,5,7,3,51,224779
926,出,5,1,5,4,938651
165,瓦,5,7,0,2,1469
682,左,5,1,5,4,100234
427,玉,5,1,2,15,30588
1963,由,5,3,3,19,107549
943,処,5,6,3,4,92789
1712,必,5,4,3,76,159378
1717,氷,5,3,2,118,8498
446,句,5,5,1,70,23828
962,召,5,7,2,70,3510
197,外,5,2,5,5,365049
1991,幼,5,6,2,4,18075
1480,田,5,1,4,19,30445
1992,用,5,2,4,1,369078
1739,付,5,4,3,104,222560
1740,布,5,5,2,17,25401
469,兄,5,2,4,9,17153
1494,奴,5,7,1,36,2168
1499,冬,5,2,4,4,25386
733,冊,5,6,2,3,14273
734,札,5,4,2,85,23430
743,皿,5,3,2,8,5210
1774,払,5,7,3,89,54133
242,且,5,7,1,14,79
248,刊,5,5,2,32,45720
249,甘,5,7,2,2,16866
507,穴,5,6,1,10,11875
764,仕,5,3,4,104,102023
1788,丙,5,7,1,14,180
765,史,5,4,2,70,78830
1789,平,5,3,3,5,141560
2045,立,5,1,4,5,460112
766,司,5,4,2,70,39398
767,四,5,1,5,12,81851
1536,同,6,2,4,70,827991
770,旨,6,7,1,38,13108
515,件,6,5,3,104,244194
771,死,6,3,4,5,236271
772,糸,6,1,2,63,4975
773,至,6,6,1,2,20648
1029,色,6,2,4,2,60753
1285,多,6,2,4,5,258481
9,扱,6,7,1,89,22559
1801,米,6,2,3,10,51380
12,安,6,3,4,36,276286
2061,両,6,3,3,14,151596
16,衣,6,4,2,21,14250
1318,宅,6,6,3,36,103463
807,字,6,1,4,9,103301
808,寺,6,2,2,12,9434
809,次,6,3,3,8,213903
810,耳,6,1,4,5,13189
811,自,6,2,4,2,621663
1579,弐,6,7,1,2,83
45,芋,6,7,1,47,1099
301,企,6,7,1,104,135325
1581,肉,6,2,4,44,40877
302,伎,6,7,1,104,5317
47,印,6,4,2,6,48983
303,危,6,6,3,6,72486
48,因,6,5,3,12,71737
304,机,6,6,2,85,3064
305,気,6,1,5,1,378575
1073,尽,6,7,1,15,15811
1074,迅,6,7,1,51,3934
1587,任,6,5,3,104,215095
2101,列,6,3,3,32,28738
2102,劣,6,7,1,23,8527
1593,年,6,1,5,5,1811312
826,式,6,3,3,2,158236
59,宇,6,6,2,36,21014
60,羽,6,2,2,6,11101
1854,忙,6,7,3,76,6003
1347,団,6,5,2,12,215789
2115,老,6,4,3,3,29561
840,芝,6,7,1,47,10505
1355,地,6,2,4,50,611473
1356,池,6,2,3,118,9390
596,交,6,2,3,5,354159
1108,成,6,4,3,7,314970
597,光,6,2,3,9,68528
1109,西,6,2,5,4,54683
1877,朴,6,7,1,85,3647
598,向,6,3,3,70,244750
1366,竹,6,1,2,24,7362
599,后,6,6,1,70,4180
600,好,6,4,3,36,110530
601,江,6,7,1,118,3292
602,考,6,2,4,3,207066
603,行,6,2,5,6,708761
351,吉,6,7,1,70,3185
865,守,6,3,3,36,90065
1377,仲,6,4,2,104,27518
866,朱,6,7,1,85,1520
1378,虫,6,1,2,10,10424
1895,毎,6,2,5,3,56868
104,汚,6,7,2,118,20199
365,休,6,1,5,104,57257
366,吸,6,6,3,70,20591
1646,肌,6,7,2,44,6826
367,朽,6,7,1,85,2116
368,臼,6,7,0,2,576
1395,兆,6,4,2,9,50537
1651,伐,6,7,1,104,2948
885,州,6,3,2,3,54766
886,舟,6,7,2,8,3157
1659,帆,6,7,1,17,1202
1660,汎,6,7,0,118,425
1926,名,6,1,5,70,241836
136,仮,6,5,2,104,19623
395,共,6,4,3,8,183137
396,叫,6,7,2,70,7581
652,合,6,2,3,70,706173
1164,舌,6,5,1,1,3834
909,充,6,7,1,9,27597
1170,先,6,1,5,9,349259
1685,妃,6,7,1,36,2079
1942,妄,6,7,1,36,1021
420,仰,6,7,1,104,5769
932,旬,6,7,1,38,36853
933,巡,6,7,1,3,38124
424,曲,6,3,3,8,43583
1196,全,6,3,3,104,444404
173,回,6,2,3,12,680362
174,灰,6,6,2,26,3767
175,会,6,2,4,104,1439692
1716,百,6,1,5,5,50835
1972,有,6,3,4,8,159897
694,再,6,5,2,3,207615
953,如,6,7,1,36,4607
1218,壮,6,7,1,5,4145
963,匠,6,7,1,2,6105
1219,早,6,1,4,38,89336
1220,争,6,4,3,1,131595
1481,伝,6,4,3,104,117732
1993,羊,6,3,1,7,2642
717,在,6,5,3,50,307010
1485,吐,6,7,1,70,5061
210,各,6,4,2,70,126584
470,刑,6,7,1,32,58773
1500,灯,6,4,2,26,7870
1501,当,6,2,3,5,428929
1765,伏,6,7,1,104,7413
2035,吏,6,7,1,70,434
250,汗,6,7,2,118,6421
251,缶,6,7,1,1,5417
508,血,6,3,2,2,41651
1278,存,6,6,3,9,73187
1,亜,7,7,1,6,1457
516,見,7,1,5,7,688417
774,伺,7,7,2,104,451
1286,汰,7,7,1,118,826
775,志,7,5,2,76,29164
776,私,7,6,4,23,171647
1288,妥,7,7,1,36,9430
1805,別,7,4,4,32,167354
1294,対,7,3,3,12,597097
2062,良,7,4,3,1,69894
1295,体,7,2,4,104,430860
17,位,7,4,3,104,265390
1809,返,7,3,3,51,115704
18,囲,7,4,2,12,58559
19,医,7,3,4,4,130946
1043,伸,7,7,2,104,35458
1044,臣,7,4,2,2,14912
1045,芯,7,7,0,47,965
1046,身,7,3,3,1,162915
1047,辛,7,7,2,3,7501
1568,那,7,7,1,12,1538
548,言,7,2,4,68,408580
293,含,7,7,2,70,84861
1319,択,7,7,1,89,40622
1831,芳,7,7,1,47,885
1320,沢,7,7,1,118,3426
1832,邦,7,7,1,12,21091
2089,冷,7,4,3,6,40483
42,壱,7,7,1,5,225
2090,励,7,7,1,23,16101
2091,戻,7,7,3,6,50783
812,似,7,5,3,104,17428
813,児,7,4,2,9,75131
1327,但,7,7,1,104,28
306,岐,7,7,1,16,2952
1586,尿,7,7,1,15,8377
307,希,7,4,2,17,32914
308,忌,7,7,1,76,2637
1588,妊,7,7,1,36,9254
309,汽,7,2,1,118,1069
1589,忍,7,7,1,76,3648
1080,図,7,2,4,12,78609
1082,吹,7,7,3,70,13484
2110,呂,7,7,1,70,6044
1855,坊,7,7,0,50,20338
1856,妨,7,7,1,36,8528
1857,忘,7,6,3,76,21226
1858,防,7,5,2,31,133800
579,呉,7,7,1,70,671
1348,男,7,1,5,19,236012
1604,把,7,7,1,89,10245
2116,労,7,4,3,23,88823
2117,弄,7,7,0,3,1150
842,社,7,2,4,15,629446
843,車,7,1,5,15,198192
1099,杉,7,7,1,85,2990
339,技,7,5,2,89,118311
1110,声,7,2,3,5,114958
1622,売,7,2,4,5,210848
1883,没,7,7,1,118,12911
604,坑,7,7,1,50,629
605,孝,7,6,1,9,2470
606,抗,7,7,1,89,62518
607,攻,7,7,1,16,90407
1631,伯,7,7,1,104,3625
608,更,7,7,3,8,47766
354,却,7,7,1,6,34599
1379,沖,7,7,1,118,15096
1639,麦,7,2,2,2,5155
108,応,7,5,2,76,167368
876,寿,7,7,0,12,9167
369,求,7,4,3,118,198721
370,究,7,3,4,10,126101
1396,町,7,1,4,19,145204
1652,抜,7,7,3,89,69111
1141,赤,7,1,4,2,47188
887,秀,7,7,1,23,22765
1661,伴,7,7,1,104,29110
1917,妙,7,7,1,36,15272
1662,判,7,5,3,32,295627
1663,坂,7,3,2,50,4158
1664,阪,7,7,3,31,233
1155,折,7,4,3,89,26727
137,何,7,2,5,104,131229
138,花,7,1,4,47,48962
397,狂,7,7,1,17,10950
1421,沈,7,7,2,118,14890
910,住,7,3,4,104,169176
657,克,7,7,1,9,6399
658,告,7,4,3,70,232497
659,谷,7,2,2,1,9885
1686,否,7,6,3,70,68430
1687,批,7,6,2,89,69561
1437,低,7,4,3,104,91396
1438,呈,7,7,1,70,6588
671,困,7,6,3,12,35845
1439,廷,7,7,1,3,14240
1440,弟,7,2,4,11,20205
1952,冶,7,7,1,6,277
1957,役,7,3,3,19,163521
166,我,7,6,1,7,33228
1703,尾,7,7,1,15,8768
425,局,7,3,3,15,198760
683,佐,7,7,1,104,12920
684,沙,7,7,1,118,2200
430,均,7,5,2,50,39791
1710,肘,7,7,0,44,80
431,近,7,2,4,51,189013
176,快,7,5,2,76,29254
944,初,7,4,3,32,305500
177,戒,7,7,1,7,26522
178,改,7,4,2,16,234483
695,災,7,5,1,26,56316
954,助,7,3,3,23,83256
443,吟,7,7,1,70,1403
955,序,7,5,1,17,12499
196,貝,7,1,2,35,2283
964,床,7,7,2,17,18092
1988,余,7,5,3,104,46813
965,抄,7,7,1,89,629
1221,走,7,2,4,6,84685
966,肖,7,7,1,44,2335
456,串,7,7,0,1,238
1994,妖,7,7,0,36,1638
1741,扶,7,7,1,89,2163
462,君,7,3,3,70,23196
718,材,7,4,2,85,87744
211,角,7,2,2,3,43674
723,作,7,2,4,104,500901
471,形,7,2,3,5,88135
1495,努,7,4,3,23,30611
472,系,7,6,1,63,62080
2013,抑,7,7,1,89,37877
1502,投,7,3,3,89,258997
2014,沃,7,7,0,118,80
1503,豆,7,3,1,2,9823
2022,来,7,2,5,85,308159
1261,即,7,7,1,6,13182
2029,乱,7,6,2,7,43338
1262,束,7,4,3,85,35325
2030,卵,7,6,2,6,12096
1263,足,7,1,4,11,123380
498,芸,7,4,2,47,43928
499,迎,7,7,3,51,54363
1012,条,7,5,2,85,82845
2036,利,7,4,3,32,206382
1013,状,7,5,3,17,150301
2037,里,7,2,0,4,15662
252,完,7,4,3,36,61264
253,肝,7,7,1,44,13380
509,決,7,3,3,118,512014
1790,兵,7,4,2,8,63695
1279,村,7,1,3,85,68884
1792,並,8,6,2,6,46713
517,券,8,5,2,32,51067
518,肩,8,7,2,44,16972
777,使,8,3,4,104,207147
10,宛,8,7,0,36,165
778,刺,8,7,2,32,26973
779,始,8,3,4,36,175199
780,姉,8,2,4,36,10820
781,枝,8,5,2,85,4858
782,祉,8,7,1,15,18141
783,肢,8,7,1,44,6503
1554,毒,8,4,2,3,14884
20,依,8,7,2,104,25622
21,委,8,3,2,36,197575
1559,突,8,7,3,10,80715
1560,届,8,6,2,15,34402
1817,歩,8,2,4,6,115865
2076,林,8,1,3,85,23105
1569,奈,8,7,1,16,2060
549,弦,8,7,1,11,2677
294,岸,8,3,2,16,23045
295,岩,8,2,2,16,7213
40,育,8,3,3,44,145588
296,玩,8,7,0,15,1255
1321,卓,8,7,1,11,12328
1833,奉,8,7,1,16,4539
1322,拓,8,7,1,89,4258
1834,宝,8,6,2,36,23842
1835,抱,8,7,3,89,38777
1836,放,8,3,3,16,147578
2092,例,8,4,3,104,97847
1837,法,8,4,3,118,417985
814,事,8,3,4,3,925136
1838,泡,8,7,1,118,4640
815,侍,8,7,1,104,1167
560,呼,8,6,3,70,79054
816,治,8,4,3,118,228836
561,固,8,4,2,12,41791
1585,乳,8,6,2,7,17326
562,股,8,7,0,44,713
563,虎,8,7,1,5,2832
310,奇,8,7,1,16,10780
311,祈,8,7,2,15,8936
1335,担,8,6,2,89,128180
312,季,8,4,2,9,83471
1594,念,8,4,3,76,124612
1083,垂,8,6,1,50,3068
1084,炊,8,7,1,26,2966
61,雨,8,1,5,13,26169
2111,炉,8,7,1,26,9861
1859,房,8,7,1,6,42203
1860,肪,8,7,1,44,3944
69,泳,8,3,3,118,18408
1605,波,8,3,2,118,38273
70,英,8,4,4,47,25070
839,実,8,3,3,36,423855
1095,枢,8,7,1,85,3229
844,舎,8,5,1,104,15025
1612,拝,8,6,2,89,16985
845,者,8,3,4,3,965848
1357,知,8,2,4,4,217178
1613,杯,8,7,3,85,20880
78,易,8,5,3,38,33592
2129,和,8,3,3,70,111315
340,宜,8,7,1,36,2933
853,邪,8,7,1,12,6733
1878,牧,8,4,1,6,4614
2134,枠,8,7,1,85,34922
1111,制,8,5,3,32,325665
88,延,8,6,2,3,53556
1112,姓,8,7,2,36,3016
89,沿,8,6,1,118,15183
1113,征,8,7,1,19,6876
90,炎,8,7,1,26,19466
1114,性,8,5,3,76,450157
1115,青,8,1,4,2,33794
860,若,8,6,3,47,79629
1116,斉,8,7,1,2,8700
1887,奔,8,7,1,16,2358
1632,拍,8,7,1,89,9322
609,効,8,5,2,23,91013
1633,泊,8,7,2,118,14958
610,幸,8,3,3,5,22368
1634,迫,8,7,1,51,43628
611,拘,8,7,1,89,18534
867,取,8,3,3,9,397528
612,肯,8,7,2,44,2236
1380,宙,8,6,1,36,22540
1381,忠,8,6,1,76,4632
1382,抽,8,7,1,89,10467
1383,注,8,3,4,118,92964
1896,妹,8,2,4,36,10780
1897,枚,8,6,2,85,28336
109,往,8,5,1,19,8687
877,受,8,3,3,9,318245
110,押,8,7,3,89,52263
878,呪,8,7,0,70,1326
1902,枕,8,7,0,85,1749
111,旺,8,7,1,38,991
112,欧,8,7,2,8,796
113,殴,8,7,1,6,6653
1905,抹,8,7,1,89,2742
371,泣,8,4,1,118,12412
1397,長,8,2,5,1,863456
118,岡,8,7,1,16,2136
1142,昔,8,3,3,38,14730
1143,析,8,7,1,85,27325
1911,味,8,3,4,70,109252
888,周,8,4,2,70,67477
889,宗,8,6,1,36,16954
1913,岬,8,7,1,16,465
384,居,8,5,3,15,43119
385,拒,8,7,1,89,25910
1665,板,8,3,2,85,57824
386,拠,8,7,1,89,44834
1666,版,8,5,2,2,48638
1156,拙,8,7,1,89,1908
1927,命,8,3,3,70,106488
1928,明,8,2,4,38,512392
1418,直,8,2,3,19,184378
139,佳,8,7,1,104,1945
140,価,8,5,2,104,164689
141,果,8,4,3,85,182852
142,河,8,5,2,118,12790
398,京,8,2,4,5,5778
143,苛,8,7,0,47,260
399,享,8,7,1,5,1114
1935,免,8,7,1,9,24617
400,供,8,6,3,104,136909
401,協,8,4,2,11,241560
402,況,8,7,2,118,69500
1939,茂,8,7,1,47,945
660,刻,8,6,3,32,34075
661,国,8,2,5,12,1122135
918,叔,8,7,1,9,1347
1943,盲,8,7,1,19,3787
1688,彼,8,7,3,19,48078
1689,披,8,7,1,89,9342
1434,坪,8,7,1,50,1471
1690,肥,8,5,1,44,6762
1691,非,8,5,3,1,81771
1949,門,8,2,3,11,91494
927,述,8,5,2,51,101933
672,昆,8,7,1,38,2324
1441,定,8,3,3,36,571195
1953,夜,8,2,4,5,69976
1442,底,8,4,2,17,36642
1443,抵,8,7,1,89,14466
1955,弥,8,7,1,11,1477
1444,邸,8,7,1,12,29210
167,画,8,2,4,19,215393
168,芽,8,4,1,47,5415
1964,油,8,3,2,118,54708
432,金,8,1,5,33,516324
945,所,8,3,3,6,332553
1713,泌,8,7,1,118,1788
179,怪,8,7,1,76,5157
1459,泥,8,7,2,118,6075
180,拐,8,7,1,89,5223
1204,狙,8,7,1,17,55133
1460,的,8,4,4,5,537747
1205,阻,8,7,1,31,9986
1718,表,8,3,3,21,628434
696,妻,8,5,3,36,51669
697,采,8,7,1,2,799
1467,迭,8,7,1,51,3096
1724,苗,8,7,1,47,2420
447,苦,8,3,3,47,64607
449,具,8,3,3,8,56159
1473,典,8,4,1,8,23327
1474,店,8,2,4,17,128589
452,空,8,1,4,10,126665
198,劾,8,7,1,23,1479
967,尚,8,7,1,5,3024
968,招,8,5,3,89,37273
457,屈,8,7,1,15,10467
969,承,8,5,2,6,34803
970,昇,8,7,2,38,43002
971,松,8,4,1,85,8025
972,沼,8,7,1,118,2745
1486,妬,8,7,0,36,497
1742,府,8,4,2,17,252316
1743,怖,8,7,3,76,14400
1744,阜,8,7,0,31,89
1745,附,8,7,1,31,224
212,拡,8,6,2,89,58806
473,径,8,4,1,19,5814
474,茎,8,7,1,47,894
735,刷,8,4,2,32,9559
1759,侮,8,7,1,104,1515
736,刹,8,7,0,32,265
1504,東,8,2,5,85,58910
1760,武,8,5,2,6,45612
1505,到,8,7,3,32,20424
226,学,8,1,5,9,569326
227,岳,8,7,1,16,3677
2019,拉,8,7,0,89,25882
1766,服,8,3,4,8,35638
746,参,8,4,3,2,148993
1775,沸,8,7,2,118,4781
1777,物,8,3,4,6,271270
1276,卒,8,4,2,11,36091
254,官,8,4,3,36,260883
1791,併,8,7,1,104,30859
256,巻,9,6,2,2,32398
257,看,9,6,2,19,18261
1537,洞,9,7,1,118,3357
1793,柄,9,7,1,85,19364
2049,柳,9,7,1,85,14738
2,哀,9,7,1,70,4651
1030,拭,9,7,0,89,772
519,建,9,4,4,3,114210
1031,食,9,2,5,12,164637
520,研,9,3,4,16,136201
2056,侶,9,7,0,104,1531
521,県,9,3,3,19,412805
1547,峠,9,7,1,16,1046
784,姿,9,6,1,36,92823
1296,耐,9,7,1,1,17724
785,思,9,2,4,76,320338
1297,待,9,3,4,19,116043
786,指,9,3,3,89,313454
1298,怠,9,7,1,76,5155
1810,変,9,4,3,4,183042
787,施,9,7,1,6,140848
1299,胎,9,7,1,44,2885
1555,独,9,5,1,17,85527
1300,退,9,5,3,51,117266
1557,栃,9,7,0,85,2305
22,威,9,7,1,36,19116
23,為,9,7,1,26,164816
1815,便,9,4,3,104,47573
24,畏,9,7,0,19,503
1048,侵,9,7,1,104,23066
25,胃,9,4,2,44,4658
1049,信,9,4,3,104,172908
1050,津,9,7,1,118,13640
1818,保,9,5,2,104,299957
1051,神,9,3,3,15,78266
2077,厘,9,7,1,4,5646
550,限,9,5,3,31,118921
1574,南,9,2,5,11,59544
44,茨,9,7,0,47,303
1582,虹,9,7,1,10,1893
1839,胞,9,7,1,44,17427
49,咽,9,7,0,70,462
817,持,9,3,4,89,322666
50,姻,9,7,1,36,1079
1075,甚,9,7,1,2,1568
564,孤,9,7,1,9,11659
565,弧,9,7,1,11,424
566,故,9,5,2,16,87940
567,枯,9,7,2,85,3373
1336,単,9,4,3,4,63748
313,紀,9,4,1,63,39505
1337,炭,9,3,2,26,15187
314,軌,9,7,1,15,6683
1338,胆,9,7,1,44,5954
1085,帥,9,7,1,17,627
832,室,9,2,4,36,88857
580,後,9,2,5,19,734183
1349,段,9,6,3,6,123176
1861,某,9,7,1,85,708
1606,派,9,6,1,118,167088
1862,冒,9,7,1,8,10517
2118,郎,9,7,1,12,8937
71,映,9,6,4,38,103012
72,栄,9,4,2,85,20609
1614,背,9,6,3,44,56627
79,疫,9,7,1,15,7206
1103,是,9,7,1,38,12562
1615,肺,9,6,1,44,12905
91,怨,9,7,0,76,513
1884,勃,9,7,0,23,452
1117,政,9,5,3,16,660968
1373,茶,9,2,4,47,18222
1118,星,9,2,2,38,44802
1119,牲,9,7,1,6,13069
1120,省,9,4,2,19,124009
1890,盆,9,7,1,8,2792
355,客,9,3,3,36,77463
868,狩,9,7,1,17,2309
357,逆,9,5,2,51,53103
613,侯,9,7,1,104,285
869,首,9,2,3,1,357115
358,虐,9,7,1,5,14877
614,厚,9,5,2,4,47396
615,恒,9,7,1,76,5499
616,洪,9,7,1,118,1985
1384,昼,9,2,4,38,14781
617,皇,9,6,1,5,36432
1385,柱,9,3,2,85,16223
618,紅,9,6,2,63,8523
1898,昧,9,7,0,38,371
619,荒,9,7,2,47,11773
620,郊,9,7,2,12,10831
621,香,9,7,2,1,17861
1645,畑,9,3,0,19,7671
1649,発,9,3,4,2,715124
372,急,9,3,4,76,106764
373,級,9,3,1,63,78184
374,糾,9,7,1,63,1787
1398,挑,9,7,1,89,39036
119,屋,9,3,4,15,61444
890,拾,9,3,2,89,6812
891,秋,9,2,4,23,42265
892,臭,9,7,1,2,4787
126,卸,9,7,1,6,4434
127,音,9,1,4,3,81924
1157,窃,9,7,1,10,4988
1929,迷,9,5,3,51,28706
1419,勅,9,7,1,23,510
653,拷,9,7,1,89,1200
1422,珍,9,7,2,15,10176
911,柔,9,7,2,85,19000
144,科,9,2,3,23,115197
912,重,9,3,4,4,223305
1936,面,9,3,3,1,231082
145,架,9,7,1,85,6584
403,峡,9,7,1,16,2295
1171,宣,9,6,1,36,35318
1427,追,9,3,3,51,114796
404,挟,9,7,2,89,4093
1172,専,9,6,2,12,80518
405,狭,9,7,1,17,7592
1173,泉,9,6,2,118,13022
1174,浅,9,4,2,118,4014
919,祝,9,4,2,15,15691
1175,洗,9,6,3,118,17345
1176,染,9,6,1,85,44239
1692,卑,9,7,1,11,1314
1693,飛,9,4,3,1,94143
673,恨,9,7,1,76,3305
929,俊,9,7,1,104,2755
930,春,9,2,4,38,62227
1445,亭,9,7,1,5,5734
934,盾,9,7,1,19,6608
1446,貞,9,7,1,35,430
1958,約,9,4,3,63,410298
1447,帝,9,7,1,17,6334
1448,訂,9,7,1,68,7111
1704,眉,9,7,1,19,471
1705,美,9,3,3,7,58671
685,査,9,5,2,85,267111
1197,前,9,2,5,32,679235
686,砂,9,6,2,16,14833
181,悔,9,7,1,76,14850
1973,勇,9,4,2,23,9017
182,海,9,2,4,118,135716
1206,祖,9,5,3,15,16123
1974,幽,9,7,1,4,1451
183,界,9,3,4,19,274516
184,皆,9,7,3,5,15261
698,砕,9,7,1,16,3206
956,叙,9,7,1,9,2109
1725,秒,9,3,2,23,92691
1729,品,9,3,4,70,211039
1475,点,9,2,3,26,364938
1222,奏,9,6,1,16,21985
1223,相,9,3,3,19,555691
1224,荘,9,7,1,47,5012
1225,草,9,1,3,47,20753
1226,送,9,3,4,51,149941
1995,洋,9,3,4,118,24111
1996,要,9,4,3,4,340979
973,昭,9,3,1,38,58
208,垣,9,7,1,50,4939
209,柿,9,7,0,85,1508
466,軍,9,4,2,15,164725
1746,訃,9,7,0,68,15126
1747,負,9,3,3,35,152035
724,削,9,7,1,32,52785
1748,赴,9,7,1,6,2937
213,革,9,6,2,2,108283
725,昨,9,4,3,38,173067
726,柵,9,7,0,85,604
1496,度,9,3,4,17,399772
1497,怒,9,7,3,76,15805
475,係,9,3,3,104,171018
476,型,9,4,2,50,91041
732,咲,9,7,2,70,8096
477,契,9,7,1,16,42070
478,計,9,2,4,68,223446
737,拶,9,7,0,89,323
1506,逃,9,7,3,51,43360
1763,封,9,7,2,12,22777
1764,風,9,2,4,1,95284
233,括,9,7,1,89,16827
234,活,9,2,3,118,242183
1264,促,9,7,1,104,24588
1265,則,9,5,2,32,33941
1014,乗,9,3,3,4,108840
1015,城,9,6,2,50,12904
1271,俗,9,7,1,104,5694
1016,浄,9,7,1,118,6388
